id,price
1,616073.6
2,664607.94
3,476471.7
4,389791.94
5,898139.7
6,413035.38
7,201524.33
8,333861.3
9,343849.97
10,510635.84
11,1078321.1
12,355637.38
13,1888311.0
14,520505.62
15,595558.2
16,1400932.2
17,505639.5
18,361361.78
19,506583.97
20,410016.53
21,488001.2
22,1193832.9
23,532059.1
24,684633.56
25,329707.47
26,251376.75
27,671156.8
28,224044.4
29,618009.0
30,190011.03
31,802080.56
32,679506.0
33,412448.78
34,182408.66
35,239874.61
36,223298.28
37,290916.28
38,608256.2
39,615531.75
40,756652.44
41,646568.3
42,473488.34
43,892758.56
44,211596.28
45,262517.34
46,515439.62
47,429770.16
48,819304.2
49,1121035.8
50,3002529.2
51,356019.75
52,733928.3
53,739464.3
54,337908.56
55,536715.44
56,493085.62
57,542275.44
58,580028.44
59,250534.64
60,240359.03
61,225138.44
62,251468.0
63,386276.3
64,859126.9
65,285700.97
66,507428.78
67,817865.56
68,300963.2
69,811023.7
70,588602.8
71,424503.0
72,446398.5
73,696655.06
74,946341.25
75,474409.72
76,3168976.2
77,324408.06
78,665866.9
79,472392.78
80,1939932.2
81,220652.75
82,430799.8
83,452458.66
84,802275.4
85,379154.7
86,407550.78
87,416891.88
88,298275.94
89,357203.28
90,233661.47
91,524819.7
92,251103.73
93,593508.25
94,433710.12
95,831106.7
96,615187.94
97,1217379.4
98,376607.44
99,726151.7
100,296203.75
101,491175.38
102,419923.94
103,282819.2
104,489173.4
105,272440.12
106,811314.7
107,642818.06
108,452745.3
109,572726.56
110,380818.03
111,706146.8
112,522819.88
113,303768.84
114,427714.0
115,238135.45
116,363621.44
117,284427.7
118,1064348.1
119,177198.38
120,266278.3
121,1069649.9
122,327881.12
123,364765.06
124,608753.06
125,316186.34
126,308427.56
127,651444.9
128,750494.3
129,778590.9
130,228068.98
131,687937.2
132,486879.1
133,402793.9
134,433148.94
135,416044.7
136,587450.2
137,1274276.9
138,291061.62
139,556900.44
140,748557.56
141,722601.44
142,284140.72
143,705874.3
144,559411.3
145,557549.94
146,773794.0
147,1689523.1
148,327967.25
149,482097.25
150,1050172.5
151,1272600.4
152,1155501.4
153,305594.0
154,919495.0
155,498637.75
156,286343.72
157,185342.34
158,426323.78
159,205984.05
160,530252.2
161,679054.25
162,499726.53
163,578645.4
164,461982.56
165,535193.56
166,370233.1
167,494361.03
168,575197.06
169,277414.03
170,475376.56
171,549323.3
172,614877.8
173,183823.23
174,292496.47
175,397662.38
176,255684.34
177,318145.16
178,385938.12
179,387086.75
180,233213.6
181,647339.06
182,371712.8
183,438316.34
184,754797.0
185,437383.1
186,367308.0
187,764755.0
188,447644.4
189,670688.94
190,517137.03
191,255246.9
192,716075.4
193,405640.0
194,242712.69
195,379936.5
196,185700.34
197,307003.84
198,1017392.2
199,226099.4
200,552807.06
201,267369.7
202,456544.72
203,809033.06
204,1358320.6
205,851777.1
206,217667.2
207,762039.8
208,627231.2
209,232729.61
210,424354.56
211,300271.5
212,590449.5
213,270457.03
214,252808.55
215,742876.3
216,326757.9
217,323013.25
218,687096.0
219,516021.16
220,621345.7
221,448779.44
222,840753.6
223,273130.62
224,243832.89
225,211638.31
226,1073443.4
227,381305.94
228,334125.94
229,1698368.4
230,578231.3
231,759045.56
232,459895.0
233,193050.5
234,542340.06
235,536976.2
236,841153.56
237,252169.77
238,468084.75
239,488534.7
240,194276.28
241,338308.0
242,438306.0
243,1009566.9
244,306559.7
245,1028070.25
246,195171.69
247,649906.8
248,4356521.5
249,249627.12
250,239943.9
251,274405.8
252,345145.2
253,347521.62
254,335825.66
255,308200.72
256,317445.88
257,441247.3
258,982988.06
259,285165.2
260,289024.56
261,295908.94
262,724039.0
263,686936.06
264,480902.94
265,1125467.4
266,754462.94
267,336227.7
268,415413.88
269,450784.47
270,526275.44
271,438846.0
272,483084.1
273,498466.7
274,506138.06
275,416664.2
276,483992.78
277,799470.0
278,371265.4
279,181341.5
280,509316.06
281,458007.75
282,350748.03
283,464817.06
284,450153.8
285,1138504.4
286,759018.06
287,261121.6
288,807621.7
289,384755.3
290,744522.2
291,554313.2
292,247717.33
293,479681.62
294,777109.6
295,243921.84
296,606058.06
297,251070.08
298,495698.0
299,235683.81
300,730784.56
301,1912106.0
302,307001.06
303,748255.06
304,830903.3
305,440107.94
306,479113.38
307,449405.8
308,660385.3
309,238409.88
310,169635.88
311,627676.1
312,439956.8
313,485340.88
314,545965.5
315,525760.44
316,476793.6
317,589515.06
318,1298523.6
319,457928.4
320,630275.8
321,549863.94
322,516667.56
323,468958.9
324,467930.56
325,956616.44
326,542785.5
327,436513.4
328,679143.8
329,1043045.9
330,321653.6
331,391565.12
332,780706.6
333,263725.25
334,427098.12
335,323382.3
336,316904.12
337,957498.1
338,845332.94
339,528651.9
340,431355.06
341,268604.4
342,839559.06
343,534170.06
344,336175.84
345,636378.44
346,431308.4
347,357686.2
348,606288.06
349,1260079.5
350,213296.89
351,171740.0
352,687247.25
353,420778.0
354,499455.25
355,860492.25
356,176308.38
357,297791.94
358,817509.75
359,403138.72
360,557230.56
361,545507.6
362,712219.44
363,597741.44
364,634896.06
365,881960.44
366,287034.7
367,217716.12
368,332304.44
369,502289.5
370,296089.0
371,538237.7
372,293611.84
373,480042.38
374,353354.3
375,217650.12
376,921170.7
377,391906.3
378,465893.2
379,508346.72
380,1077002.5
381,623890.2
382,587193.0
383,226340.19
384,348121.88
385,545337.7
386,296990.94
387,602766.06
388,355980.44
389,280673.12
390,424575.5
391,716221.2
392,340078.0
393,493266.12
394,382304.0
395,392309.4
396,1466135.4
397,1748065.4
398,723062.7
399,481695.9
400,689021.4
401,200057.98
402,769310.0
403,451157.5
404,611668.06
405,316990.5
406,487750.78
407,348965.8
408,928222.8
409,1261411.6
410,242899.4
411,379273.53
412,610755.56
413,695842.7
414,1394988.5
415,413507.06
416,688496.8
417,1413783.1
418,1044999.5
419,539293.8
420,516782.5
421,211040.6
422,254167.78
423,529898.94
424,391496.22
425,236696.16
426,432388.7
427,1390745.9
428,467895.5
429,502585.9
430,395824.47
431,232920.06
432,500169.38
433,696165.75
434,376341.88
435,200815.38
436,253090.0
437,930297.7
438,185420.86
439,768295.06
440,513540.94
441,307645.16
442,460600.72
443,375267.97
444,310750.84
445,1051227.1
446,400537.25
447,583963.06
448,315269.28
449,495026.12
450,329999.03
451,253763.72
452,266761.84
453,276926.12
454,319044.8
455,1208834.1
456,502982.6
457,312865.0
458,327119.22
459,439167.34
460,445112.9
461,826592.8
462,335057.38
463,535223.4
464,417732.03
465,415694.56
466,672586.7
467,559640.44
468,464106.0
469,2406391.0
470,497521.72
471,616857.44
472,434974.84
473,426489.62
474,691668.56
475,346607.25
476,324387.34
477,902419.94
478,929897.8
479,412291.62
480,1471347.1
481,221128.23
482,614837.44
483,701704.44
484,2691837.5
485,761466.2
486,334903.5
487,544504.5
488,384443.7
489,986402.8
